experiment,model,main_change,epochs,imgsz,precision,recall,f1,map50,map50_95,duration_seconds,selected
baseline_yolo26n,yolo26n.pt,minimal,1,320,0.01822333166827509,0.0286641528285491,0.022281270560384033,0.012990286858062467,0.01053488172372935,351.5620000000017,False
tuned_yolo26n_medical_aug,yolo26n.pt,medical_mild,2,320,0.859007534879823,0.01972797971712694,0.03857015664773994,0.03919492820946118,0.025956646201973393,592.9379999999983,True
